Employee_ID,Name,Department,Role_Title,Age,Gender,Tenure_Years,Engagement_Score,Workload_Score,Exit_Interview_Feedback,Reason_For_Turnover,Knowledge_Dependency_Level,Key_Project_Participation,Productivity_Impact_Score,Performance_Score,Internal_Mobility_Participation,Learning_Development_Plan,Remote_Work_Status,Flexibility_Satisfaction,Recognition_Received,Predicted_Turnover_Risk,Retention_Action_Taken,Last_Engagement_Check,Voluntary_Turnover
2361,Employee_2361,HR,Analyst,39,Non-binary,1.6,0.45,0.97,Cultural Issues,Burnout,Low,TRUE,9,2.6,FALSE,TRUE,FALSE,8,6,Low,Promotion Offered,9/22/2027,TRUE
2362,Employee_2362,Finance,Executive,27,Female,7.8,0.93,0.71,Cultural Issues,Better Opportunity,Low,FALSE,5,3.4,TRUE,FALSE,TRUE,7,2,High,Salary Adjustment,9/23/2027,TRUE
2363,Employee_2363,Finance,Manager,39,Non-binary,9.5,0.98,0.57,Work-Life Balance,Burnout,Low,FALSE,4,2.5,FALSE,FALSE,TRUE,9,9,Low,None,9/24/2027,FALSE
2364,Employee_2364,HR,Lead,37,Non-binary,12.4,0.6,0.86,Better Opportunity,Burnout,Low,TRUE,10,2.8,FALSE,FALSE,TRUE,9,6,High,None,9/25/2027,TRUE
2365,Employee_2365,Marketing,Lead,36,Male,0.6,0.43,0.67,Lack of Growth,Relocation,Low,FALSE,3,5,TRUE,FALSE,FALSE,8,7,Low,Salary Adjustment,9/26/2027,TRUE
2366,Employee_2366,Marketing,Executive,29,Male,19.8,0.82,0.47,Better Opportunity,Better Opportunity,High,FALSE,7,3.7,FALSE,FALSE,FALSE,7,4,Low,Promotion Offered,9/27/2027,TRUE
2367,Employee_2367,Sales,Senior Developer,34,Male,7.6,0.31,0.44,Burnout,Better Opportunity,High,TRUE,1,4.4,FALSE,FALSE,TRUE,10,3,High,None,9/28/2027,FALSE
2368,Employee_2368,Sales,Senior Developer,28,Male,17,0.81,0.58,Lack of Growth,Relocation,Low,FALSE,5,2.6,FALSE,FALSE,FALSE,5,1,High,None,9/29/2027,TRUE
2369,Employee_2369,Operations,Intern,38,Male,10.9,0.86,0.9,Work-Life Balance,Relocation,Low,FALSE,9,3.6,FALSE,FALSE,FALSE,10,4,Low,Training,9/30/2027,FALSE
2370,Employee_2370,Operations,Intern,53,Non-binary,3,0.3,0.34,Burnout,Better Opportunity,Medium,FALSE,5,3.5,FALSE,TRUE,FALSE,7,5,High,None,10/1/2027,TRUE
2371,Employee_2371,IT,Lead,43,Male,16.1,0.98,0.45,Better Opportunity,Better Opportunity,Low,FALSE,4,4.4,FALSE,FALSE,FALSE,5,13,Low,Promotion Offered,10/2/2027,FALSE
2372,Employee_2372,Finance,Intern,34,Male,14.3,0.99,0.93,Cultural Issues,Burnout,High,FALSE,1,2.1,TRUE,FALSE,TRUE,9,10,High,Training,10/3/2027,FALSE
2373,Employee_2373,Sales,Analyst,44,Female,10.8,0.95,0.39,Better Opportunity,Personal Reasons,Medium,FALSE,4,4.6,TRUE,FALSE,FALSE,6,8,Medium,Training,10/4/2027,FALSE
2374,Employee_2374,Marketing,Intern,50,Female,10.5,0.6,0.74,Burnout,Burnout,High,TRUE,2,2.2,TRUE,TRUE,TRUE,6,5,Medium,Promotion Offered,10/5/2027,TRUE
2375,Employee_2375,HR,Analyst,43,Non-binary,2.2,0.4,0.45,Work-Life Balance,Compensation,Medium,TRUE,6,4.7,TRUE,TRUE,FALSE,8,5,Medium,Salary Adjustment,10/6/2027,TRUE
2376,Employee_2376,Marketing,Intern,22,Non-binary,13.3,0.67,0.72,Work-Life Balance,Compensation,Medium,TRUE,6,2.4,FALSE,FALSE,FALSE,10,5,Medium,Mentorship,10/7/2027,TRUE
2377,Employee_2377,Finance,Lead,50,Female,18.3,0.54,0.57,Work-Life Balance,Personal Reasons,Low,TRUE,7,3.6,FALSE,TRUE,FALSE,7,7,Low,None,10/8/2027,FALSE
2378,Employee_2378,Operations,Lead,26,Female,2.3,0.36,0.37,Lack of Growth,Relocation,High,FALSE,10,2.3,FALSE,FALSE,FALSE,7,5,Low,Salary Adjustment,10/9/2027,FALSE
2379,Employee_2379,Marketing,Analyst,56,Male,5.6,0.54,0.71,Better Opportunity,Compensation,High,TRUE,9,3.3,FALSE,TRUE,TRUE,5,10,Medium,Mentorship,10/10/2027,FALSE
2380,Employee_2380,IT,Executive,31,Male,18.1,0.73,0.78,Cultural Issues,Relocation,Low,TRUE,10,2.9,FALSE,TRUE,TRUE,8,10,Medium,Promotion Offered,10/11/2027,TRUE
2381,Employee_2381,Finance,Lead,40,Non-binary,6,0.26,0.78,Cultural Issues,Relocation,Medium,TRUE,8,3.3,TRUE,FALSE,TRUE,7,12,Medium,None,10/12/2027,FALSE
2382,Employee_2382,Operations,Executive,58,Female,13.3,0.47,0.75,Management Conflict,Burnout,Medium,TRUE,0,3.6,TRUE,TRUE,TRUE,8,13,High,Salary Adjustment,10/13/2027,FALSE
2383,Employee_2383,HR,Senior Developer,28,Non-binary,10.9,0.21,0.65,Work-Life Balance,Relocation,High,TRUE,3,3.4,TRUE,FALSE,TRUE,5,0,Low,Mentorship,10/14/2027,FALSE
2384,Employee_2384,Operations,Analyst,56,Male,12.1,0.8,0.66,Burnout,Personal Reasons,Low,TRUE,5,2.1,FALSE,FALSE,TRUE,10,0,Medium,Promotion Offered,10/15/2027,FALSE
2385,Employee_2385,IT,Lead,34,Non-binary,8.6,0.71,0.74,Cultural Issues,Burnout,Low,TRUE,6,4.6,TRUE,TRUE,TRUE,9,14,Medium,Training,10/16/2027,FALSE
2386,Employee_2386,Finance,Manager,31,Non-binary,6.3,0.25,0.78,Work-Life Balance,Personal Reasons,High,TRUE,10,2.3,FALSE,TRUE,FALSE,8,9,Low,Training,10/17/2027,FALSE
2387,Employee_2387,HR,Senior Developer,23,Non-binary,1.4,0.97,0.76,Cultural Issues,Relocation,Medium,TRUE,4,4.9,TRUE,FALSE,TRUE,6,14,Medium,Training,10/18/2027,FALSE
2388,Employee_2388,IT,Executive,27,Male,15,0.22,0.71,Better Opportunity,Compensation,Medium,TRUE,5,4.6,TRUE,FALSE,FALSE,9,11,Medium,Promotion Offered,10/19/2027,FALSE
2389,Employee_2389,Operations,Lead,29,Non-binary,15,0.67,0.41,Management Conflict,Relocation,Low,TRUE,0,3.7,FALSE,FALSE,TRUE,7,13,Low,Mentorship,10/20/2027,FALSE
2390,Employee_2390,IT,Analyst,57,Male,13.6,0.82,0.45,Work-Life Balance,Personal Reasons,Medium,FALSE,10,2.7,TRUE,FALSE,TRUE,10,1,Low,Promotion Offered,10/21/2027,FALSE
2391,Employee_2391,Finance,Intern,46,Female,13.1,0.83,0.48,Lack of Growth,Better Opportunity,Medium,TRUE,4,2.3,FALSE,TRUE,TRUE,5,12,High,Training,10/22/2027,TRUE
2392,Employee_2392,Sales,Manager,28,Non-binary,5.3,0.23,0.94,Lack of Growth,Better Opportunity,Medium,FALSE,1,4,TRUE,TRUE,TRUE,5,0,Low,Promotion Offered,10/23/2027,FALSE
2393,Employee_2393,IT,Executive,44,Non-binary,0.9,0.93,0.83,Cultural Issues,Compensation,High,TRUE,10,2.6,FALSE,FALSE,TRUE,6,2,Medium,None,10/24/2027,TRUE
2394,Employee_2394,IT,Senior Developer,40,Male,16.3,0.93,0.69,Better Opportunity,Personal Reasons,Low,TRUE,1,4.2,TRUE,FALSE,FALSE,8,2,Low,Mentorship,10/25/2027,FALSE
2395,Employee_2395,Operations,Analyst,43,Non-binary,10.1,0.65,0.48,Burnout,Compensation,High,FALSE,0,4.5,FALSE,FALSE,FALSE,6,3,Low,None,10/26/2027,TRUE
2396,Employee_2396,Operations,Manager,34,Male,6.5,0.59,0.38,Work-Life Balance,Burnout,High,FALSE,9,5,TRUE,FALSE,FALSE,8,5,Medium,Training,10/27/2027,TRUE
2397,Employee_2397,HR,Analyst,42,Non-binary,2.5,0.24,0.93,Management Conflict,Relocation,Medium,FALSE,8,3.5,FALSE,FALSE,TRUE,6,12,Low,Mentorship,10/28/2027,FALSE
2398,Employee_2398,Operations,Lead,22,Female,1.7,0.65,0.92,Better Opportunity,Burnout,Low,FALSE,3,4.9,TRUE,FALSE,TRUE,6,12,High,None,10/29/2027,FALSE
2399,Employee_2399,Marketing,Intern,40,Female,7.3,0.53,0.38,Cultural Issues,Better Opportunity,Medium,FALSE,3,2.4,FALSE,FALSE,FALSE,5,9,Low,Promotion Offered,10/30/2027,TRUE
2400,Employee_2400,Finance,Senior Developer,54,Female,16.2,0.82,0.86,Better Opportunity,Relocation,Low,FALSE,8,4.5,FALSE,TRUE,TRUE,8,6,Low,Salary Adjustment,10/31/2027,TRUE
2401,Employee_2401,Finance,Analyst,25,Non-binary,18.4,0.52,0.61,Management Conflict,Burnout,Medium,FALSE,4,3.1,TRUE,TRUE,FALSE,6,13,Medium,Promotion Offered,11/1/2027,TRUE
2402,Employee_2402,Sales,Executive,24,Non-binary,18,0.75,0.53,Better Opportunity,Better Opportunity,Low,TRUE,3,3.1,FALSE,FALSE,FALSE,10,8,High,Training,11/2/2027,TRUE
2403,Employee_2403,Sales,Lead,48,Female,18.4,0.28,0.82,Work-Life Balance,Burnout,Low,FALSE,6,2.8,FALSE,TRUE,TRUE,10,7,High,Salary Adjustment,11/3/2027,FALSE
2404,Employee_2404,Finance,Lead,56,Female,18.2,0.31,0.73,Cultural Issues,Relocation,Medium,FALSE,4,2.5,FALSE,FALSE,TRUE,7,14,Low,Mentorship,11/4/2027,TRUE
2405,Employee_2405,Sales,Senior Developer,49,Male,10.8,0.31,0.85,Management Conflict,Burnout,Medium,FALSE,7,3.3,FALSE,TRUE,TRUE,10,5,High,Salary Adjustment,11/5/2027,FALSE
2406,Employee_2406,HR,Lead,27,Male,4.8,0.24,0.35,Cultural Issues,Relocation,High,FALSE,2,5,FALSE,FALSE,FALSE,10,8,Medium,Mentorship,11/6/2027,TRUE
2407,Employee_2407,Operations,Executive,27,Female,16.1,0.63,0.52,Burnout,Burnout,High,TRUE,7,3,TRUE,FALSE,TRUE,10,3,Low,None,11/7/2027,FALSE
2408,Employee_2408,Finance,Analyst,44,Female,4.7,0.84,0.52,Work-Life Balance,Compensation,Low,FALSE,10,3.4,TRUE,FALSE,TRUE,5,10,High,None,11/8/2027,FALSE
2409,Employee_2409,Sales,Senior Developer,54,Non-binary,5.7,0.69,0.53,Management Conflict,Burnout,Medium,FALSE,5,2.7,TRUE,TRUE,TRUE,5,5,Medium,None,11/9/2027,FALSE
2410,Employee_2410,Finance,Lead,37,Female,5,0.66,0.65,Burnout,Burnout,Medium,FALSE,8,3,FALSE,TRUE,TRUE,5,6,Medium,None,11/10/2027,TRUE
2411,Employee_2411,Marketing,Lead,45,Male,10.5,0.74,0.5,Burnout,Compensation,High,FALSE,5,2.2,FALSE,TRUE,FALSE,5,1,Medium,None,11/11/2027,TRUE
2412,Employee_2412,IT,Executive,26,Male,6.8,0.47,0.61,Burnout,Better Opportunity,Medium,FALSE,3,4.9,FALSE,FALSE,FALSE,6,11,Low,Salary Adjustment,11/12/2027,FALSE
2413,Employee_2413,Operations,Intern,34,Male,3.5,0.49,0.56,Management Conflict,Relocation,Low,TRUE,1,3.5,FALSE,TRUE,TRUE,10,0,Medium,Mentorship,11/13/2027,FALSE
2414,Employee_2414,Finance,Intern,33,Male,9.3,0.45,0.81,Cultural Issues,Personal Reasons,Low,TRUE,10,4.2,FALSE,FALSE,TRUE,6,13,Medium,None,11/14/2027,TRUE
2415,Employee_2415,IT,Lead,26,Male,17.5,0.77,0.72,Better Opportunity,Better Opportunity,Low,TRUE,2,3.5,TRUE,FALSE,FALSE,10,9,Low,None,11/15/2027,TRUE
2416,Employee_2416,Sales,Analyst,58,Male,11.6,0.33,0.76,Better Opportunity,Relocation,High,FALSE,6,4.3,FALSE,FALSE,TRUE,5,7,Low,Mentorship,11/16/2027,TRUE
2417,Employee_2417,IT,Senior Developer,52,Female,17.6,0.21,0.45,Burnout,Burnout,Low,FALSE,9,3.6,TRUE,TRUE,FALSE,6,12,Medium,Salary Adjustment,11/17/2027,TRUE
2418,Employee_2418,Operations,Lead,49,Male,4.3,0.68,0.53,Lack of Growth,Better Opportunity,High,TRUE,4,4.1,TRUE,TRUE,TRUE,6,7,Low,None,11/18/2027,FALSE
2419,Employee_2419,Finance,Manager,49,Male,3.8,0.95,0.31,Lack of Growth,Burnout,High,TRUE,6,4.1,FALSE,TRUE,TRUE,8,10,High,Salary Adjustment,11/19/2027,TRUE
2420,Employee_2420,Marketing,Senior Developer,51,Male,11.7,0.69,0.38,Management Conflict,Better Opportunity,Low,TRUE,6,3.6,FALSE,TRUE,FALSE,7,6,Low,None,11/20/2027,TRUE
2421,Employee_2421,Sales,Intern,39,Male,9.5,0.83,0.49,Cultural Issues,Better Opportunity,High,TRUE,5,2.7,TRUE,TRUE,TRUE,8,8,Medium,Salary Adjustment,11/21/2027,TRUE
2422,Employee_2422,Finance,Lead,48,Female,13.4,0.74,0.35,Management Conflict,Personal Reasons,High,TRUE,1,2.6,TRUE,TRUE,TRUE,9,8,Low,Training,11/22/2027,TRUE
2423,Employee_2423,Operations,Executive,56,Non-binary,16,0.6,0.72,Cultural Issues,Compensation,Low,TRUE,4,4.6,FALSE,FALSE,FALSE,8,11,Low,None,11/23/2027,TRUE
2424,Employee_2424,Sales,Manager,47,Non-binary,15.2,0.77,1,Work-Life Balance,Better Opportunity,Low,TRUE,10,2.4,FALSE,FALSE,TRUE,7,2,Medium,None,11/24/2027,TRUE
2425,Employee_2425,HR,Lead,39,Non-binary,18.9,0.86,0.37,Lack of Growth,Burnout,High,TRUE,9,3.7,TRUE,TRUE,TRUE,7,0,Medium,Promotion Offered,11/25/2027,TRUE
2426,Employee_2426,IT,Analyst,54,Non-binary,8.3,0.38,0.87,Management Conflict,Personal Reasons,High,TRUE,5,3.5,TRUE,FALSE,TRUE,8,14,Low,Promotion Offered,11/26/2027,FALSE
2427,Employee_2427,Operations,Manager,46,Male,4.5,0.47,0.38,Work-Life Balance,Better Opportunity,Medium,TRUE,7,4.4,TRUE,FALSE,TRUE,10,8,High,Salary Adjustment,11/27/2027,TRUE
2428,Employee_2428,HR,Lead,52,Non-binary,11.2,0.38,0.77,Better Opportunity,Compensation,Low,TRUE,0,2.4,TRUE,FALSE,FALSE,8,0,High,Promotion Offered,11/28/2027,FALSE
2429,Employee_2429,Finance,Analyst,58,Non-binary,2.7,0.56,0.75,Lack of Growth,Burnout,Medium,FALSE,9,4.1,TRUE,TRUE,FALSE,10,11,Medium,Salary Adjustment,11/29/2027,FALSE
2430,Employee_2430,Marketing,Manager,23,Female,6.1,0.91,0.93,Cultural Issues,Personal Reasons,High,TRUE,6,3.8,FALSE,TRUE,FALSE,9,0,High,None,11/30/2027,TRUE
2431,Employee_2431,Sales,Analyst,54,Female,4.6,0.48,0.38,Burnout,Relocation,Medium,FALSE,4,4.1,FALSE,TRUE,TRUE,10,11,Low,None,12/1/2027,TRUE
2432,Employee_2432,IT,Analyst,53,Female,8.2,0.5,0.52,Better Opportunity,Compensation,High,FALSE,6,3.9,FALSE,FALSE,FALSE,5,12,Medium,Training,12/2/2027,FALSE
2433,Employee_2433,Sales,Manager,39,Male,2.7,0.89,0.36,Better Opportunity,Relocation,Medium,FALSE,2,3.7,TRUE,TRUE,TRUE,7,12,Low,Training,12/3/2027,FALSE
2434,Employee_2434,Finance,Manager,38,Male,1.1,0.61,0.59,Work-Life Balance,Relocation,High,FALSE,3,4.8,FALSE,FALSE,TRUE,5,12,High,Promotion Offered,12/4/2027,FALSE
2435,Employee_2435,Sales,Analyst,55,Male,13.3,0.63,0.94,Management Conflict,Personal Reasons,High,FALSE,1,3,FALSE,TRUE,FALSE,10,14,High,None,12/5/2027,FALSE
2436,Employee_2436,IT,Intern,28,Female,12.4,0.89,0.85,Burnout,Personal Reasons,High,TRUE,5,2.6,FALSE,FALSE,FALSE,9,4,High,Salary Adjustment,12/6/2027,TRUE
2437,Employee_2437,Finance,Manager,56,Non-binary,14.3,0.59,0.81,Management Conflict,Personal Reasons,Low,FALSE,4,4.4,TRUE,TRUE,TRUE,6,1,Medium,Promotion Offered,12/7/2027,FALSE
2438,Employee_2438,Sales,Lead,51,Female,13.4,0.75,0.67,Work-Life Balance,Relocation,High,TRUE,0,2.4,FALSE,FALSE,TRUE,6,14,High,Training,12/8/2027,TRUE
2439,Employee_2439,Marketing,Senior Developer,33,Male,2.7,0.27,0.92,Better Opportunity,Burnout,Low,TRUE,0,4,FALSE,FALSE,FALSE,10,1,Medium,Mentorship,12/9/2027,FALSE
2440,Employee_2440,Operations,Executive,56,Female,6.2,0.34,0.61,Lack of Growth,Personal Reasons,High,TRUE,7,3.6,TRUE,FALSE,FALSE,5,4,Medium,Salary Adjustment,12/10/2027,FALSE
2441,Employee_2441,Finance,Analyst,32,Non-binary,3,0.52,0.4,Better Opportunity,Compensation,Medium,TRUE,7,2,FALSE,TRUE,FALSE,8,6,Medium,Mentorship,12/11/2027,TRUE
2442,Employee_2442,Operations,Analyst,25,Male,16.9,0.6,0.89,Work-Life Balance,Personal Reasons,High,FALSE,5,2.7,TRUE,TRUE,FALSE,7,5,Medium,Promotion Offered,12/12/2027,FALSE
2443,Employee_2443,Finance,Executive,46,Non-binary,15.1,0.97,0.5,Better Opportunity,Personal Reasons,High,FALSE,10,3.5,TRUE,FALSE,TRUE,5,4,Medium,Promotion Offered,12/13/2027,FALSE
2444,Employee_2444,Marketing,Intern,53,Non-binary,4.4,0.98,0.34,Burnout,Personal Reasons,Medium,FALSE,8,3,TRUE,TRUE,FALSE,8,2,Medium,Mentorship,12/14/2027,TRUE
2445,Employee_2445,Operations,Executive,41,Male,7.2,0.88,0.39,Better Opportunity,Relocation,High,TRUE,0,3.3,TRUE,TRUE,FALSE,9,8,High,Promotion Offered,12/15/2027,FALSE
2446,Employee_2446,HR,Manager,52,Non-binary,19.3,0.45,0.73,Better Opportunity,Burnout,High,FALSE,9,3.8,TRUE,TRUE,TRUE,8,7,Medium,Promotion Offered,12/16/2027,FALSE
2447,Employee_2447,IT,Executive,25,Female,12.1,0.97,0.72,Better Opportunity,Personal Reasons,High,TRUE,7,4.2,FALSE,TRUE,TRUE,9,13,Low,None,12/17/2027,TRUE
2448,Employee_2448,HR,Analyst,59,Non-binary,16.1,0.75,0.48,Lack of Growth,Relocation,Medium,FALSE,1,2.5,FALSE,FALSE,FALSE,5,10,Low,Salary Adjustment,12/18/2027,TRUE
2449,Employee_2449,Sales,Executive,22,Non-binary,5.7,0.51,0.81,Cultural Issues,Compensation,High,TRUE,7,2.8,FALSE,FALSE,TRUE,6,2,Low,Training,12/19/2027,FALSE
2450,Employee_2450,Marketing,Senior Developer,24,Non-binary,4.6,0.76,0.84,Cultural Issues,Burnout,Low,TRUE,2,3.9,FALSE,FALSE,FALSE,10,6,High,None,12/20/2027,FALSE
2451,Employee_2451,HR,Lead,58,Female,15.8,0.21,0.94,Management Conflict,Relocation,Low,FALSE,5,3.8,TRUE,FALSE,FALSE,7,2,Medium,Promotion Offered,12/21/2027,TRUE
2452,Employee_2452,Finance,Manager,43,Non-binary,13.9,0.32,0.71,Cultural Issues,Better Opportunity,Low,FALSE,6,4.2,FALSE,FALSE,TRUE,5,10,High,Training,12/22/2027,TRUE
2453,Employee_2453,Sales,Executive,38,Non-binary,13.8,0.86,0.85,Cultural Issues,Compensation,Low,TRUE,2,3.9,FALSE,FALSE,FALSE,6,5,High,Promotion Offered,12/23/2027,FALSE
2454,Employee_2454,Sales,Analyst,35,Female,11.3,0.72,0.83,Cultural Issues,Compensation,Medium,FALSE,1,3,TRUE,FALSE,FALSE,9,2,Medium,Salary Adjustment,12/24/2027,TRUE
2455,Employee_2455,HR,Lead,56,Male,11.5,0.49,0.48,Better Opportunity,Better Opportunity,High,TRUE,0,3.5,TRUE,TRUE,FALSE,7,7,High,Promotion Offered,12/25/2027,TRUE
2456,Employee_2456,HR,Manager,34,Male,14.8,0.6,0.52,Better Opportunity,Relocation,Low,FALSE,4,4.7,TRUE,FALSE,FALSE,8,2,Medium,Mentorship,12/26/2027,FALSE
2457,Employee_2457,Marketing,Analyst,56,Male,5.8,0.92,0.63,Burnout,Relocation,High,TRUE,0,2.6,FALSE,FALSE,TRUE,5,4,Medium,Mentorship,12/27/2027,FALSE
2458,Employee_2458,IT,Intern,23,Non-binary,7.4,0.71,0.31,Lack of Growth,Compensation,High,TRUE,0,3.1,TRUE,FALSE,TRUE,8,2,Medium,Mentorship,12/28/2027,TRUE
2459,Employee_2459,HR,Senior Developer,34,Male,17.5,0.52,0.51,Better Opportunity,Relocation,Medium,TRUE,4,4.5,TRUE,TRUE,TRUE,7,13,Low,Mentorship,12/29/2027,TRUE
2460,Employee_2460,HR,Intern,37,Female,6.5,0.3,0.63,Better Opportunity,Better Opportunity,High,FALSE,2,3.1,TRUE,TRUE,FALSE,5,7,Medium,Training,12/30/2027,FALSE
2461,Employee_2461,Operations,Senior Developer,39,Non-binary,11.2,0.43,0.38,Cultural Issues,Relocation,Low,TRUE,9,3.2,TRUE,FALSE,TRUE,5,9,Medium,Mentorship,12/31/2027,TRUE
2462,Employee_2462,Finance,Executive,28,Non-binary,14.2,0.98,0.39,Lack of Growth,Compensation,Low,TRUE,2,3,FALSE,FALSE,FALSE,10,13,High,Promotion Offered,1/1/2028,FALSE
2463,Employee_2463,Operations,Manager,57,Non-binary,20,0.55,0.62,Lack of Growth,Relocation,Medium,TRUE,10,4.7,FALSE,TRUE,TRUE,8,8,Low,None,1/2/2028,TRUE
2464,Employee_2464,Operations,Executive,51,Male,9,0.58,0.81,Cultural Issues,Burnout,Low,FALSE,6,4,TRUE,TRUE,FALSE,8,14,High,Promotion Offered,1/3/2028,FALSE
2465,Employee_2465,Sales,Senior Developer,28,Male,8.8,0.6,0.88,Cultural Issues,Better Opportunity,Low,FALSE,2,2.6,FALSE,FALSE,FALSE,6,5,High,Promotion Offered,1/4/2028,FALSE
2466,Employee_2466,IT,Senior Developer,36,Male,16.9,0.91,0.68,Lack of Growth,Better Opportunity,Medium,TRUE,1,4.2,FALSE,FALSE,TRUE,10,14,Low,Promotion Offered,1/5/2028,FALSE
2467,Employee_2467,Finance,Senior Developer,40,Non-binary,16.2,0.68,0.63,Work-Life Balance,Personal Reasons,Medium,FALSE,2,2.1,TRUE,FALSE,FALSE,8,13,High,Promotion Offered,1/6/2028,FALSE
2468,Employee_2468,Marketing,Lead,58,Female,14.8,0.75,0.57,Cultural Issues,Relocation,Low,TRUE,10,3.2,TRUE,FALSE,TRUE,9,9,High,None,1/7/2028,TRUE
2469,Employee_2469,Marketing,Analyst,23,Non-binary,9.5,0.51,0.44,Cultural Issues,Better Opportunity,Medium,TRUE,3,4.7,FALSE,FALSE,FALSE,6,3,Medium,Mentorship,1/8/2028,TRUE
2470,Employee_2470,HR,Manager,34,Female,6.8,0.22,0.4,Lack of Growth,Relocation,Medium,FALSE,8,4.1,TRUE,FALSE,TRUE,8,9,Low,Salary Adjustment,1/9/2028,FALSE
2471,Employee_2471,HR,Executive,52,Non-binary,12.4,0.94,0.85,Work-Life Balance,Burnout,Low,TRUE,1,4.4,FALSE,FALSE,TRUE,5,3,Low,Training,1/10/2028,FALSE
2472,Employee_2472,Marketing,Executive,37,Female,17.6,0.96,0.63,Burnout,Compensation,Low,TRUE,5,4.8,TRUE,TRUE,TRUE,8,4,Low,None,1/11/2028,TRUE
2473,Employee_2473,HR,Intern,27,Non-binary,17.7,0.96,0.85,Work-Life Balance,Compensation,Medium,FALSE,4,4.3,FALSE,FALSE,TRUE,10,11,High,None,1/12/2028,TRUE
2474,Employee_2474,IT,Senior Developer,49,Non-binary,2.6,0.95,0.79,Management Conflict,Personal Reasons,High,TRUE,5,2.3,FALSE,TRUE,FALSE,7,10,High,None,1/13/2028,FALSE
2475,Employee_2475,Operations,Senior Developer,53,Female,8.9,0.85,0.44,Work-Life Balance,Personal Reasons,High,TRUE,4,2.7,FALSE,TRUE,FALSE,6,14,Low,Training,1/14/2028,TRUE
2476,Employee_2476,HR,Senior Developer,31,Female,9.6,0.75,0.66,Cultural Issues,Better Opportunity,Low,FALSE,5,3.5,FALSE,TRUE,FALSE,5,2,High,Promotion Offered,1/15/2028,TRUE
2477,Employee_2477,Sales,Executive,39,Female,19.6,0.88,0.61,Better Opportunity,Better Opportunity,Low,TRUE,3,2,TRUE,FALSE,TRUE,8,10,Low,Training,1/16/2028,TRUE
2478,Employee_2478,HR,Intern,25,Female,13.7,0.68,0.6,Lack of Growth,Better Opportunity,High,TRUE,7,3.9,TRUE,TRUE,TRUE,7,3,High,None,1/17/2028,FALSE
2479,Employee_2479,Finance,Analyst,30,Female,8.4,0.31,0.68,Burnout,Burnout,Medium,TRUE,8,4,FALSE,TRUE,FALSE,6,13,Low,Promotion Offered,1/18/2028,TRUE
2480,Employee_2480,IT,Lead,28,Female,1,0.51,0.99,Cultural Issues,Personal Reasons,High,TRUE,9,4.1,TRUE,FALSE,TRUE,6,11,Low,None,1/19/2028,TRUE
2481,Employee_2481,Finance,Manager,29,Female,11.5,0.98,0.87,Burnout,Personal Reasons,High,FALSE,6,3.7,TRUE,FALSE,FALSE,6,14,High,Salary Adjustment,1/20/2028,TRUE
2482,Employee_2482,Finance,Analyst,28,Female,2.4,0.48,0.93,Lack of Growth,Compensation,Low,TRUE,10,3.4,FALSE,FALSE,TRUE,5,3,Low,Mentorship,1/21/2028,FALSE
2483,Employee_2483,Sales,Executive,24,Non-binary,16.8,0.89,0.32,Burnout,Personal Reasons,Medium,TRUE,0,4.6,FALSE,FALSE,TRUE,8,0,Low,Mentorship,1/22/2028,FALSE
2484,Employee_2484,IT,Lead,38,Female,15.2,0.27,0.4,Work-Life Balance,Personal Reasons,High,FALSE,4,4.3,FALSE,FALSE,TRUE,5,0,Medium,None,1/23/2028,TRUE
2485,Employee_2485,IT,Lead,23,Female,9.5,0.47,0.36,Lack of Growth,Burnout,Medium,FALSE,6,3.8,FALSE,FALSE,FALSE,9,8,Low,Promotion Offered,1/24/2028,FALSE
2486,Employee_2486,IT,Lead,36,Non-binary,8.9,0.48,0.48,Cultural Issues,Better Opportunity,Low,TRUE,4,2.1,FALSE,FALSE,TRUE,8,2,Low,Salary Adjustment,1/25/2028,FALSE
2487,Employee_2487,IT,Senior Developer,50,Non-binary,18,0.24,0.61,Better Opportunity,Burnout,High,FALSE,4,4.1,FALSE,FALSE,FALSE,9,4,Medium,Salary Adjustment,1/26/2028,FALSE
2488,Employee_2488,IT,Manager,43,Male,6.1,0.3,0.75,Cultural Issues,Relocation,Low,FALSE,4,3.7,FALSE,FALSE,TRUE,8,1,Low,Promotion Offered,1/27/2028,FALSE
2489,Employee_2489,Sales,Executive,25,Male,5.4,0.35,0.65,Management Conflict,Compensation,High,TRUE,4,4.1,TRUE,FALSE,FALSE,6,0,Low,Promotion Offered,1/28/2028,TRUE
2490,Employee_2490,HR,Executive,27,Female,18.8,0.87,0.93,Lack of Growth,Compensation,Medium,TRUE,10,2.9,TRUE,TRUE,FALSE,5,6,Medium,Salary Adjustment,1/29/2028,TRUE
2491,Employee_2491,Finance,Lead,59,Female,16.3,0.25,0.96,Cultural Issues,Compensation,Low,FALSE,4,4.3,FALSE,FALSE,FALSE,9,9,High,Mentorship,1/30/2028,FALSE
2492,Employee_2492,IT,Executive,47,Male,16.5,0.44,0.41,Work-Life Balance,Better Opportunity,Medium,FALSE,0,3.3,TRUE,TRUE,TRUE,6,8,Low,Mentorship,1/31/2028,FALSE
2493,Employee_2493,HR,Manager,32,Male,4.3,0.21,0.9,Work-Life Balance,Better Opportunity,High,TRUE,5,4.7,FALSE,TRUE,FALSE,6,3,High,Salary Adjustment,2/1/2028,FALSE
